activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016612,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Race Not Available,Joint,6,3,2,1,1,1,2,2,2,325000.0,NA,0005.500,NA,2,0009744.35,NA,0006548.50,0004948.50,,00180,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,0000123,NA,9,9,1,12,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,3,3,6,,,,,10,,,,6450,33.27,105700,166.07,1998,2101,15
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051009,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,6,2,2,3,1,1,2,2,2,615000.0,NA,0006.250,NA,2,0023534.65,NA,0000075.00,,,00360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,0000115,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,3,3,6,,,,,10,,,,2313,19.41,93300,167.49,860,1614,15
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,3,2,1,1,1,2,2,2,605000.0,NA,0006.500,NA,2,0010902.64,NA,0006937.04,,,00360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,0000225,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,4907,13.1,93300,110.73,1782,3238,11
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051012,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,2,3,1,1,2,2,2,705000.0,NA,0006.250,NA,2,0012459.00,NA,0008200.00,0007000.00,,00360,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,0000164,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,3,3,6,,,,,10,,,,1908,11.69,93300,110.36,887,1543,31
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016611,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,595000.0,NA,0006.990,NA,2,0017178.40,NA,0013189.00,0011894.00,0006000.00,00360,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,0000187,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,7851,43.46,105700,140.97,2211,2393,16
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051015,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,3,2,1,1,1,2,2,2,575000.0,NA,0006.625,NA,2,0017818.90,NA,0013762.50,0012112.50,,00360,NA,NA,2,2,2,2,855000,1,1,3,5,1,NA,0000175,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,3,3,6,,,,,10,,,,1877,13.64,93300,128.45,684,1329,27
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003011700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,1,2,1,1,1,2,2,2,605000.0,NA,0006.125,NA,2,0011082.48,NA,0007290.00,0006795.00,,00240,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,0000299,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,3,3,6,,,,,10,,,,4260,12.86,105700,224.39,1814,1742,48
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,485000.0,NA,0006.625,NA,2,0011324.26,NA,0007073.12,0008513.75,,00360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,0000205,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,3,3,6,,,,,10,,,,2795,12.67,93300,95.11,1044,1260,19
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016401,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,6,2,2,3,1,1,2,2,2,575000.0,NA,0005.375,NA,2,0020147.00,NA,0016085.60,0012585.60,,00360,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,0000122,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,3,3,6,,,,,10,,,,6711,54.85,105700,129.06,2023,2153,19
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003013507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,6,1,2,1,1,1,2,2,2,415000.0,NA,0005.625,NA,2,0014364.20,NA,0011260.00,0009960.00,0000033.00,00240,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,0000232,NA,9,9,2,,,,,2,,,,,2,2,2,21,,,,2,21,,,,2,2,1,2,2,2,35-44,35-44,No,No,3,3,6,,,,,10,,,,1819,26.06,105700,164.76,567,567,33
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,105000.0,NA,0006.250,NA,2,0005556.75,NA,0002375.00,0002375.00,,00360,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,0000102,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,3,3,6,,,,,10,,,,2848,11.27,93300,114.43,1331,2684,26
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016806,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,6,2,2,3,1,1,2,2,2,435000.0,NA,0005.990,NA,2,0013317.29,NA,0000840.16,0010340.16,,00360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,0000107,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,3,3,6,,,,,10,,,,6347,44.62,105700,118.95,1613,1722,15
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050408,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,6,2,2,2,1,1,2,2,2,385000.0,NA,0006.250,NA,2,0019684.02,NA,0009801.44,0008151.44,,00360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,0000123,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,3,3,6,,,,,10,,,,4534,41.73,93300,84.52,1385,1820,26
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016610,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,385000.0,NA,0004.750,NA,2,0009496.10,NA,0006644.04,0004994.04,,00180,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,0000340,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,6,,,,,2,2,1,2,2,2,45-54,45-54,No,No,3,3,6,,,,,10,,,,7062,46.81,105700,75.37,1946,2623,14
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,6,2,2,2,1,1,2,2,2,205000.0,NA,0005.750,NA,2,0011799.54,NA,0004880.21,0003260.21,0001800.00,00360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,0000036,NA,9,9,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,3,3,6,,,,,10,,,,3517,43.87,93300,89,918,1211,35
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001043400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,2,2,3,1,1,2,2,2,445000.0,NA,0005.990,NA,2,0013444.25,NA,0000075.00,,0000064.00,00360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,0000115,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,5648,33.82,85300,92.36,1708,2226,23
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016608,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,6,1,2,1,1,1,2,2,2,375000.0,NA,0006.625,NA,2,0010134.63,NA,0006754.88,0005154.88,,00360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,0000174,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,3,3,6,,,,,10,,,,6561,33.53,105700,122.8,2015,2208,19
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,3,2,1,1,1,2,2,2,195000.0,NA,0004.875,NA,2,0003836.45,NA,0001179.41,0004554.78,,00180,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,0000116,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,No,No,3,3,6,,,,,10,,,,3038,19.16,93300,135.66,1055,1360,16
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,6,3,2,1,1,1,2,2,2,395000.0,NA,0006.990,NA,2,0008541.75,NA,0005707.21,0004244.17,,00360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,0000147,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,6347,44.62,105700,118.95,1613,1722,15
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016806,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,6,2,2,3,1,1,2,2,2,605000.0,NA,0006.250,NA,2,0022115.85,NA,0000000.00,0001522.01,0000082.80,00360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,0000130,NA,9,9,1,14,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,3,3,6,,,,,10,,,,6347,44.62,105700,118.95,1613,1722,15
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001042802,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,2,2,3,1,1,2,2,2,295000.0,NA,0006.250,NA,2,0005920.07,NA,0004123.47,0001213.47,,00360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,0000107,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,5612,30.2,85300,120.51,1620,2330,28
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001043400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,6,1,2,1,1,1,2,2,2,395000.0,NA,0006.500,NA,2,0008590.21,NA,0005058.44,0003458.44,,00360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,0000134,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,3,3,6,,,,,10,,,,5648,33.82,85300,92.36,1708,2226,23
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,1,2,1,1,1,2,2,2,395000.0,NA,0007.375,NA,3,0008820.90,NA,0005056.25,0003456.25,0001785.04,00360,NA,NA,2,2,2,2,745000,1,2,3,5,1,NA,0000189,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,3,3,6,,,,,10,,,,2795,12.67,93300,95.11,1044,1260,19
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003011206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,435000.0,NA,0006.125,NA,2,0007820.82,NA,0004803.10,0004308.10,,00360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,0000151,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,4319,16.6,105700,139.41,1225,1412,52
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016611,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,1,2,1,1,1,2,2,2,445000.0,NA,0006.000,NA,2,0015345.06,NA,0012459.74,0011159.74,0000007.00,00360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,0000153,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,7851,43.46,105700,140.97,2211,2393,16
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,1,2,1,1,1,2,2,2,615000.0,NA,0006.875,NA,2,0009870.68,NA,0006212.13,0004612.13,,00360,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,0000434,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,55-64,No,No,3,3,6,,,,,10,,,,2848,11.27,93300,114.43,1331,2684,26
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001040201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,3,2,1,1,1,2,2,2,315000.0,NA,0005.250,NA,2,0005558.55,NA,0002527.11,0001759.04,,00180,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,0000124,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,5446,39.52,85300,110.7,1182,1727,29
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016608,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,475000.0,NA,0005.500,NA,2,0014116.12,NA,0011072.00,0009520.00,,00180,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,0000214,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,3,3,6,,,,,10,,,,6561,33.53,105700,122.8,2015,2208,19
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051011,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,2,1,1,1,2,2,2,505000.0,NA,0005.875,NA,2,0008951.68,NA,0006071.50,0005032.50,0001000.00,00360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,0000241,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,3580,18.32,93300,149.04,1299,1789,18
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016610,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,6,2,2,3,1,1,2,2,2,615000.0,NA,0005.750,NA,2,0024563.26,NA,0001081.27,0014581.27,,00360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,0000184,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,3,3,6,,,,,10,,,,7062,46.81,105700,75.37,1946,2623,14
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016614,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,2,2,2,1,1,2,2,2,405000.0,NA,0005.625,NA,2,0021068.05,NA,0011419.35,0009569.35,,00360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,0000123,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,6239,44.72,105700,157.27,1834,2130,19
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051015,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,3,2,1,1,1,2,2,2,695000.0,NA,0005.500,NA,2,0012227.02,NA,0007997.50,0040890.00,,00360,NA,NA,2,2,2,2,875000,1,1,3,5,1,NA,0000353,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,3,3,6,,,,,10,,,,1877,13.64,93300,128.45,684,1329,27
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001043400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,6,2,2,3,1,1,2,2,2,375000.0,NA,0006.500,NA,2,0009590.73,NA,0007283.50,0005683.50,0000035.00,00360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,0000186,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,3,3,6,,,,,10,,,,5648,33.82,85300,92.36,1708,2226,23
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,3,2,1,1,1,2,2,2,655000.0,NA,0006.375,NA,2,0007565.70,NA,0003300.00,0003300.00,0000050.00,00360,NA,NA,2,2,2,2,995000,1,1,3,5,1,NA,0000213,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,3,3,6,,,,,10,,,,2795,12.67,93300,95.11,1044,1260,19
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051013,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,2,1,1,1,2,2,2,295000.0,NA,0004.875,NA,2,0002892.52,NA,0000371.00,0012546.00,,00180,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,0000221,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,55-64,65-74,Yes,Yes,3,3,6,,,,,10,,,,3686,13.27,93300,116.52,1534,1907,17
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051010,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,2,1,1,1,2,2,2,655000.0,NA,0006.125,NA,2,0009174.35,NA,0004925.60,0004925.60,0000050.00,00360,NA,NA,2,2,2,2,995000,1,1,3,5,1,NA,0000314,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,3,3,6,,,,,10,,,,2795,12.67,93300,95.11,1044,1260,19
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,6,3,2,1,1,1,2,2,2,655000.0,NA,0007.625,NA,2,0006252.37,NA,0001600.00,,,00360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,0000335,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,55-64,55-64,Yes,No,3,3,6,,,,,10,,,,2848,11.27,93300,114.43,1331,2684,26
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,6,2,2,2,1,1,2,2,2,345000.0,NA,0005.875,NA,2,0012635.50,NA,0003072.40,0001743.40,0002705.40,00360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,0000180,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,3,3,6,,,,,10,,,,4201,35.73,93300,98.58,1156,1567,31
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001041802,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,6,2,2,3,1,1,2,2,2,615000.0,NA,0005.500,NA,2,0011881.35,NA,0000000.00,,,00360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,0000257,NA,9,9,2,,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,3,3,6,,,,,10,,,,6720,47.16,85300,143.19,1290,2290,18
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001043000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,6,2,2,2,1,1,2,2,2,275000.0,NA,0006.625,NA,2,0011532.71,NA,0004287.03,0001860.02,,00360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,0000057,NA,9,9,1,12,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,3,3,6,,,,,10,,,,5414,34.36,85300,94.38,1166,1677,29
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051308,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,2,3,32,1,2,2,2,395000.0,NA,0005.875,NA,2,0029561.91,NA,0014797.73,0014797.73,,00360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,0000117,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,3,3,6,,,,,10,,,,4074,8.59,93300,103.01,1358,2209,21
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016611,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,2,2,1,1,2,2,2,355000.0,NA,0005.500,NA,2,0020081.60,NA,0011275.98,0009425.98,,00360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,0000088,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,3,3,6,,,,,10,,,,7851,43.46,105700,140.97,2211,2393,16
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005051400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,2,2,2,1,1,2,2,2,375000.0,NA,0006.125,NA,2,0017223.96,NA,0007496.00,0005646.00,,00360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,0000108,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,3,3,6,,,,,10,,,,3878,43.55,93300,96.76,881,1388,30
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001041803,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,6,2,2,2,1,1,2,2,2,365000.0,NA,0005.500,NA,2,0021300.96,NA,0012277.44,0010627.44,,00360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,0000128,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,55-64,No,No,3,3,6,,,,,10,,,,4384,45.8,85300,70.55,1432,1909,21
2023,6BYL5QZYBDK8S7L73M02,41540,DE,10005,10005050601,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,6,2,2,3,1,1,2,2,2,355000.0,NA,0006.625,NA,2,0014231.99,NA,0004297.28,0000797.28,,00360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,0000109,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,3,3,6,,,,,10,,,,5391,32.15,93300,88.55,1897,2246,21
2023,6BYL5QZYBDK8S7L73M02,20100,DE,10001,10001043300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,2,3,1,1,2,2,2,295000.0,NA,0006.250,NA,2,0006934.00,NA,0000000.00,0000370.29,,00360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,0000100,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,25-34,No,No,3,3,6,,,,,10,,,,6553,60.92,85300,82.96,638,1123,40
2023,6BYL5QZYBDK8S7L73M02,48864,DE,10003,10003016000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,6,2,2,3,1,1,2,2,2,375000.0,NA,0006.625,NA,2,0012114.02,NA,0002411.29,,,00360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,0000067,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,3,3,6,,,,,10,,,,2999,75.79,105700,65.61,605,681,55
