activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,549300VZVN841I2ILS84,48864,DE,10003,10003016613,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,225000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,76,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,6109,58.47,105700,78.3,1495,1907,20
2023,549300VZVN841I2ILS84,41540,DE,10005,10005050200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,195000.0,56.71600,7.000,0.460,2,4619.30,NA,1699.00,209.00,34.00,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,47,38,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,3744,45.57,93300,72.1,1086,1620,24
2023,549300VZVN841I2ILS84,48864,DE,10003,10003015600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,5,2,1,1,1,2,2,1,105000.0,80.00000,11.000,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,125000,1,3,3,5,1,NA,NA,NA,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,6,,,,,10,,,,2343,80.58,105700,71.83,642,851,67
2023,549300VZVN841I2ILS84,48864,DE,10003,10003012400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,235000.0,99.44600,6.625,0.891,2,10028.47,NA,2912.31,,200.00,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,81,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,4637,49.43,105700,89.26,1301,1851,68
2023,549300VZVN841I2ILS84,48864,DE,10003,10003014812,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,3,2,1,1,1,2,2,2,475000.0,95.00000,7.125,0.943,2,13971.00,NA,10890.00,9500.00,158.00,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,199,30%-<36%,2,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,25-34,55-64,No,No,1,1,2,,,,,10,,,,4559,45.34,105700,161.06,1239,1489,28
2023,549300VZVN841I2ILS84,48864,DE,10003,10003016200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,185000.0,58.75000,7.375,0.937,2,6189.94,NA,3238.88,1740.88,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,57,45,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,55-64,55-64,Yes,Yes,1,1,1,,,,,10,,,,3051,35.3,105700,102.99,540,883,44
2023,549300VZVN841I2ILS84,48864,DE,10003,10003014301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,465000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,151,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,1317,15.79,105700,130.26,549,574,44
2023,549300VZVN841I2ILS84,48864,DE,10003,10003015600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,2,1,1,2,2,2,265000.0,101.02800,6.625,0.843,2,10973.13,NA,2768.63,,25.00,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,78,49,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,2343,80.58,105700,71.83,642,851,67
2023,549300VZVN841I2ILS84,48864,DE,10003,10003001100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,2,135000.0,90.00000,7.500,1.547,3,6241.61,NA,3778.91,2384.91,,360,NA,NA,2,2,2,2,145000,1,2,3,5,1,NA,182,40,2,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3375,29.3,105700,123.64,627,595,66
2023,549300VZVN841I2ILS84,48864,DE,10003,10003002200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,225000.0,96.50000,6.250,0.738,2,11442.40,NA,4849.16,3726.26,71.90,300,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,48,43,3,10,1,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,2874,95.69,105700,48.36,340,983,0
2023,549300VZVN841I2ILS84,20100,DE,10001,10001040700,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,2,3,1,1,2,2,2,405000.0,100.00000,6.750,0.070,2,8526.80,NA,4994.70,7994.70,34.00,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,82,50%-60%,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5461,55.8,85300,122.38,1433,1933,37
2023,549300VZVN841I2ILS84,20100,DE,10001,10001040100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,205000.0,90.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,52,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,3,,,,,1,,,,7315,19.26,85300,108.04,2067,2849,26
2023,549300VZVN841I2ILS84,48864,DE,10003,10003002400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,275000.0,95.00000,6.750,0.561,2,9918.52,NA,6813.00,5415.00,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,108,20%-<30%,2,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4250,60.47,105700,66.31,998,1843,76
2023,549300VZVN841I2ILS84,48864,DE,10003,10003001400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,2,335000.0,80.00000,6.750,0.344,2,7992.84,NA,4710.00,3320.00,172.40,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,232,<20%,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2103,49.5,105700,86.37,421,815,0
2023,549300VZVN841I2ILS84,48864,DE,10003,10003014703,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,2,2,2,1,1,2,2,2,295000.0,96.50000,6.750,1.238,2,16206.60,NA,7722.35,5272.73,158.00,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,86,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,4827,47.88,105700,67.94,1080,1316,56
2023,549300VZVN841I2ILS84,48864,DE,10003,10003001200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,4,0,2,1,1,1,2,2,2,305000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,158,NA,9,9,2,,,,,1,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,1605,17.32,105700,147.45,394,850,0
2023,549300VZVN841I2ILS84,20100,DE,10001,10001041500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,1,1,1,2,2,2,275000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,2,3,5,1,NA,106,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,4085,57.28,85300,74.21,765,1178,55
2023,549300VZVN841I2ILS84,20100,DE,10001,10001042203,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,2,32,1,2,2,2,395000.0,80.00000,6.188,0.478,2,23770.44,NA,13732.44,12242.44,138.00,348,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,114,50%-60%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,3,,,,,10,,,,5705,43.03,85300,99.94,1127,1840,19
2023,549300VZVN841I2ILS84,48864,DE,10003,10003002300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,205000.0,100.71400,6.750,0.820,2,9927.11,NA,2487.50,,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,79,43,3,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,2,2,2,25-34,35-44,No,No,1,1,3,,,,,10,,,,3003,90.68,105700,47.58,339,1095,77
2023,549300VZVN841I2ILS84,41540,DE,10005,10005051801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,1,2,1,1,1,2,2,2,335000.0,80.00000,6.950,0.520,2,10289.32,NA,7186.00,5796.00,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,248,30%-<36%,2,9,2,,,,,1,13,,,,2,2,5,,,,,6,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,5359,34.71,93300,85.26,1319,2038,32
2023,549300VZVN841I2ILS84,48864,DE,10003,10003016306,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,2,32,1,2,2,2,365000.0,80.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,143,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,3,,,,,3,,,,4598,65.4,105700,106.85,1360,1459,26
2023,549300VZVN841I2ILS84,48864,DE,10003,10003014803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,155000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,51,NA,9,9,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4150,32.17,105700,84.45,1452,1238,37
2023,549300VZVN841I2ILS84,48864,DE,10003,10003011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,355000.0,70.00000,6.875,0.159,2,7797.40,NA,5125.00,3535.00,9.00,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,75,47,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,3201,22.74,105700,112.94,1080,1164,63
2023,549300VZVN841I2ILS84,48864,DE,10003,10003000601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,1,2,1,32,1,2,2,2,95000.0,80.00000,7.500,1.318,2,6216.16,NA,3795.76,2405.76,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,57,20%-<30%,3,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,2773,96.65,105700,43.11,463,952,70
2023,549300VZVN841I2ILS84,41540,DE,10005,10005050304,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,3,32,1,2,2,2,245000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,70,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4616,31.85,93300,78.37,1700,2187,19
2023,549300VZVN841I2ILS84,48864,DE,10003,10003011204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,1,1,2,2,2,275000.0,50.00000,6.575,0.105,2,8101.40,NA,5440.00,4050.00,,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,95,38,1,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,3313,25.38,105700,115.16,1158,1130,57
2023,549300VZVN841I2ILS84,48864,DE,10003,10003014811,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,6,2,1,1,1,2,2,2,325000.0,65.00000,6.750,0.323,2,10807.25,NA,7548.75,6158.75,9.00,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,76,39,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6677,45.07,105700,135.37,1955,2178,20
2023,549300VZVN841I2ILS84,48864,DE,10003,10003013508,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,285000.0,85.00000,6.750,0.291,2,9129.09,NA,6259.65,4869.65,572.00,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,60,46,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5655,26.58,105700,173.27,1934,2032,35
2023,549300VZVN841I2ILS84,48864,DE,10003,10003013700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,305000.0,88.54200,6.625,0.700,2,13222.05,NA,4795.44,3405.44,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,61,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,4071,52.69,105700,75.76,706,845,53
2023,549300VZVN841I2ILS84,48864,DE,10003,10003012500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,305000.0,93.35200,7.750,1.585,2,11653.47,NA,2992.50,,38.50,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,113,44,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,5660,45.64,105700,82.6,1356,1926,69
2023,549300VZVN841I2ILS84,41540,DE,10005,10005050801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,395000.0,58.24800,6.750,0.342,2,9896.96,NA,6345.83,4855.83,9.00,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,86,42,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,3979,23.88,93300,91.4,1180,1620,25
2023,549300VZVN841I2ILS84,48864,DE,10003,10003011500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,405000.0,96.62400,6.875,0.497,2,15460.77,NA,5419.24,4029.24,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,135,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,2908,20.22,105700,127.01,1076,1140,63
2023,549300VZVN841I2ILS84,48864,DE,10003,10003002300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,1,1,2,2,2,125000.0,97.00000,7.250,1.053,2,4620.02,NA,2646.66,956.66,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,65,20%-<30%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,3003,90.68,105700,47.58,339,1095,77
2023,549300VZVN841I2ILS84,48864,DE,10003,10003002600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,1,71,2,2,1,1,2,2,2,145000.0,104.50500,7.125,1.422,2,9151.45,NA,2213.27,,25.00,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,40,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,3730,87.1,105700,52.55,505,1573,0
2023,549300VZVN841I2ILS84,48864,DE,10003,10003014812,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,2,4,1,2,2,2,375000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,87,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,4559,45.34,105700,161.06,1239,1489,28
2023,549300VZVN841I2ILS84,48864,DE,10003,10003011204,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,2,1,2,1,1,2,2,2,445000.0,96.50000,7.250,1.448,2,22008.28,NA,10674.26,8984.26,209.00,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,142,50%-60%,2,9,1,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,3,,,,,10,,,,3313,25.38,105700,115.16,1158,1130,57
2023,549300VZVN841I2ILS84,20100,DE,10001,10001043000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,265000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,85,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,5414,34.36,85300,94.38,1166,1677,29
2023,549300VZVN841I2ILS84,41540,DE,10005,10005050200,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,355000.0,100.00000,6.688,0.076,2,7625.00,NA,0.00,7232.73,125.00,360,NA,NA,2,2,2,2,355000,2,1,1,1,1,NA,70,48,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3744,45.57,93300,72.1,1086,1620,24
2023,549300VZVN841I2ILS84,48864,DE,10003,10003016612,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,2,32,1,2,2,2,535000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,152,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,6450,33.27,105700,166.07,1998,2101,15
2023,549300VZVN841I2ILS84,48864,DE,10003,10003000300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,3,32,1,2,2,2,195000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,66,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,Yes,NA,1,1,2,,,,,10,,,,3012,86.82,105700,40.55,530,1199,0
2023,549300VZVN841I2ILS84,41540,DE,10005,10005050603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,1,1,1,2,2,1,395000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,211,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,1,,,,,10,,,,3956,26.64,93300,79.52,604,839,14
2023,549300VZVN841I2ILS84,41540,DE,10005,10005051400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,245000.0,48.00000,7.075,0.485,2,4092.80,NA,2090.00,600.00,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,70,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3878,43.55,93300,96.76,881,1388,30
2023,549300VZVN841I2ILS84,48864,DE,10003,10003001200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,3,2,1,1,1,2,2,2,305000.0,95.00000,7.325,0.893,2,8526.37,NA,5333.25,3383.25,3000.00,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,162,20%-<30%,2,9,2,,,,,1,12,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,1605,17.32,105700,147.45,394,850,0
2023,549300VZVN841I2ILS84,48864,DE,10003,10003001902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,135000.0,94.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,44,42,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,3,,,,,3,5,,,2113,82.02,105700,46.42,339,685,40
2023,549300VZVN841I2ILS84,48864,DE,10003,10003011203,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,4,1,2,2,2,165000.0,42.74600,7.250,0.581,2,5650.00,NA,3040.00,1650.00,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,41,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4805,42.85,105700,81.98,1239,1265,48
2023,549300VZVN841I2ILS84,48864,DE,10003,10003016613,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,2,1,1,1,2,2,2,125000.0,50.00000,6.325,-0.061,2,5841.60,NA,4457.20,3067.20,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,66,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,6109,58.47,105700,78.3,1495,1907,20
2023,549300VZVN841I2ILS84,20100,DE,10001,10001040205,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,2,32,1,2,2,2,305000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,75,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,4699,49.48,85300,99.45,1144,1389,16
2023,549300VZVN841I2ILS84,48864,DE,10003,10003016307,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,32,1,2,2,2,255000.0,68.37800,6.750,0.692,2,13885.55,NA,5390.02,3900.02,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,75,37,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,2756,55.3,105700,102.28,905,928,29
2023,549300VZVN841I2ILS84,41540,DE,10005,10005050401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,105000.0,27.77800,6.625,-0.330,2,3386.00,NA,1490.00,,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,45,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,2,,,,,10,,,,3606,23.32,93300,102.05,1129,1483,33
